news_id,news_url_absolute,news_init_date,news_final_date,clase
news28762,http://www.elnuevodia.com.co/nuevodia/economica/finanzas/492441-el-gran-cambio-que-se-avecina-en-nequi-y-bancolombia-buenas-noticias-para,2022-07-30,2022-08-14,Sostenibilidad
news28765,https://www.df.cl/sin-titulo-125144057,2022-07-15,2022-07-30,Sostenibilidad
news28779,https://www.larepublica.co/finanzas/fng-lanza-plan-para-acompanar-a-deudores-en-la-normalizacion-de-sus-obligaciones-3404535,2022-07-15,2022-07-30,Sostenibilidad
news28784,https://idm.presidencia.gov.co/prensa/Paginas/Nace-linea-de-FNG-para-respaldar-creditos-de-trabajadoras-independientes-220805.aspx,2022-07-30,2022-08-14,Alianza
news28785,https://marketdata.com.py/noticias/nacionales/afd-anuncia-que-no-se-encareceran-sus-creditos-pese-a-alza-de-tasas-en-el-sistema-financiero-82371/,2022-07-15,2022-07-30,Sostenibilidad
news28791,https://www.valoraanalitik.com/2022/07/21/independientes-los-mas-favorecidos-por-las-cooperativas/,2022-07-15,2022-07-30,Sostenibilidad
news28796,https://www.defensa.com/espana/robles-parque-centro-mantenimiento-helicopteros-inmerso-proyecto,2022-07-15,2022-07-30,Reputación
news28798,https://www.defensa.com/otan-y-europa/lagunari-elite-expedicionaria-ejercito-italiano,2022-07-15,2022-07-30,Sostenibilidad
news28799,https://www.larepublica.co/globoeconomia/saesa-se-queda-con-filial-de-enel-chile-en-operacion-que-supera-us-1-000-millones-3412381,2022-07-15,2022-07-30,Sostenibilidad
news28809,https://www.bbva.com/es/sostenibilidad/bischione-los-artesanos-de-la-movilidad-electrica-que-reutilizan-coches-de-combustion/,2022-07-15,2022-07-30,Sostenibilidad
news28811,https://www.semana.com/deportes/articulo/video-una-curva-mal-tomada-desata-accidente-multiple-en-la-formula-e/202237/,2022-07-30,2022-08-14,Innovación
news28812,https://www.bnamericas.com/es/noticias/digitalbridge-percibe-oportunidades-de-inversion-pese-a-adverso-escenario-macroeconomico,2022-07-30,2022-08-14,Sostenibilidad
news28813,https://www.bnamericas.com/es/noticias/pemex-planea-inversiones-en-campo-ixachi,2022-07-30,2022-08-14,Sostenibilidad
news28816,https://www.prensa-latina.cu/2022/08/05/vacunas-anticovid-19-de-cuba-mas-alla-de-sus-fronteras,2022-07-30,2022-08-14,Innovación
news28817,https://www.efe.com/efe/america/economia/la-inclusion-financiera-de-microempresas-clave-para-el-futuro-economico-colombiano/20000011-4857285,2022-07-15,2022-07-30,Sostenibilidad
news28819,https://www.elcolombiano.com/antioquia/cual-es-la-polemica-firma-que-quiere-construir-el-metro-de-la-80-en-medellin-CO18346253,2022-07-30,2022-08-14,Sostenibilidad
news28820,https://www.larepublica.co/analisis/jose-david-name-507206/marcha-el-tren-regional-del-caribe-3408761,2022-07-15,2022-07-30,Sostenibilidad
news28827,https://www.rcnradio.com/bogota/habitante-de-calle-encontro-cadaver-al-sur-de-bogota-y-descubrio-que-se-trataba-de-su,2022-07-15,2022-07-30,Sostenibilidad
news28830,https://www.rcnradio.com/bogota/uso-de-tapabocas-en-transmilenio-vuelve-a-ser-obligatorio,2022-07-15,2022-07-30,Sostenibilidad
news28835,https://www.rcnradio.com/bogota/denuncian-que-ninos-de-bogota-y-cundinamarca-estan-sin-alimentacion-por-fallas-en-operador,2022-07-15,2022-07-30,Sostenibilidad
news28839,https://www.rcnradio.com/bogota/nuevas-zonas-de-valet-parking-en-bogota-en-donde-y-como-funcionaran,2022-07-30,2022-08-14,Sostenibilidad
news28848,https://360radio.com.co/william-camargo-presidente-ani-en-gobierno-petro/,2022-07-30,2022-08-14,Sostenibilidad
news28854,https://www.lafm.com.co/bogota/gobiernos-nacional-y-distrital-firman-convenio-para-cofinanciar-la-segunda-linea-del-metro,2022-07-30,2022-08-14,Reputación
news28856,https://www.elcolombiano.com/antioquia/las-vias-de-medellin-dejan-huellas-de-su-deterioro-BK18124360,2022-07-15,2022-07-30,Reputación
news28857,https://www.alertabogota.com/noticias/local/nuevas-obras-en-bogota-nueva-calle-13-ampliacion-de-la-septima-y-autonorte,2022-07-30,2022-08-14,Macroeconomía
news28858,https://www.eje21.com.co/2022/07/gobierno-nacional-recibe-dos-propuestas-para-construir-el-corredor-de-doble-calzada-buenaventura-buga/,2022-07-15,2022-07-30,Sostenibilidad
news28859,https://www.swissinfo.ch/spa/venezuela-onu_venezuela-pide-imparcialidad-a-relator-de-onu-para-la-libertad-de-asociaci%C3%B3n/47774782,2022-07-15,2022-07-30,Reputación
news28860,https://www.swissinfo.ch/spa/chile-colombia_boric-recibe-a-m%C3%A1rquez-y-le-ofrece-chile-como-sede-para-los-di%C3%A1logos-de-paz/47788720,2022-07-15,2022-07-30,Sostenibilidad
news28869,https://www.prensa-latina.cu/2022/08/05/canciller-panamena-con-intensa-agenda-a-investidura-de-petro,2022-07-30,2022-08-14,Reputación
news28876,https://www.prensa-latina.cu/2022/08/12/alba-tcp-celebra-avances-de-dialogo-de-paz-en-colombia,2022-07-30,2022-08-14,Macroeconomía
news28877,https://www.larepublica.co/finanzas/suramericana-es-la-cuarta-mayor-aseguradora-de-latinoamerica-por-primas-emitidas-3418229,2022-07-30,2022-08-14,Reputación
news28888,https://www.larepublica.co/especiales/seguros-para-todos/las-empresas-aseguradoras-han-emitido-primas-por-15-billones-entre-enero-y-mayo-3408598,2022-07-15,2022-07-30,Sostenibilidad
news28892,https://telemedellin.tv/el-medellin-dio-un-gran-paso-en-ibague/551964/,2022-07-15,2022-07-30,Reputación
news28898,https://www.prensa-latina.cu/2022/08/06/vicepresidente-panameno-viaja-a-investidura-de-petro-en-colombia,2022-07-30,2022-08-14,Sostenibilidad
news28903,https://www.swissinfo.ch/spa/colombia-transici%C3%B3n_vicepresidenta-electa-de-colombia-visitar%C3%A1-brasil--chile--argentina-y-bolivia/47780006,2022-07-15,2022-07-30,Reputación
news28904,https://www.prensa-latina.cu/2022/07/22/petro-y-delegacion-de-eeuu-dialogaron-entre-iguales-de-temas-comunes,2022-07-15,2022-07-30,Reputación
news28907,https://www.prensa-latina.cu/2022/07/29/gustavo-petro-reiniciaria-dialogo-con-el-eln-en-la-habana,2022-07-15,2022-07-30,Reputación
news28916,https://www.swissinfo.ch/spa/colombia-ciencia_mariposa-descubierta-en-colombia-llevar%C3%A1-el-apellido-del-presidente-duque/47782852,2022-07-15,2022-07-30,Reputación
news28919,https://www.eltiempo.com/vida/ciencia/aprueban-ley-de-proteccion-del-patrimonio-de-las-cavernas-colombianas-692451,2022-07-30,2022-08-14,Sostenibilidad
news28923,https://www.tvn-2.com/mundo/colombia-envia-mision-cuba-sondear_1_1998699.html,2022-07-30,2022-08-14,Reputación
news28930,https://www.eltiempo.com/justicia/cortes/pension-de-sobreviviente-corte-reconoce-una-a-madre-de-migrante-irregular-693384,2022-07-30,2022-08-14,Sostenibilidad
news28931,https://pulsoslp.com.mx/mundo/rastreo-satelital-con-gps-a-periodistas-en-colombia-proteccion-o-acecho/1523451,2022-07-30,2022-08-14,Innovación
news28936,https://noticieros.televisa.com/ultimas-noticias/ebrard-lamenta-que-presidente-de-peru-no-viaje-a-colombia-a-ceremonia-de-gustavo-petro/,2022-07-30,2022-08-14,Sostenibilidad
news28940,https://www.semana.com/finanzas/trabajo-y-educacion/articulo/cursos-gratis-de-la-universidad-de-harvard-asi-se-puede-hacer-la-inscripcion/202217/,2022-07-30,2022-08-14,Sostenibilidad
news28944,https://elpais.com/america-futura/2022-08-05/paneles-solares-y-sistemas-de-agua-autonomos-asi-es-la-primera-escuela-sustentable-de-colombia.html,2022-07-30,2022-08-14,Sostenibilidad
news28945,https://www.elcolombiano.com/cultura/la-editorial-eafit-cumple-25-anos-MI18328325,2022-07-30,2022-08-14,Sostenibilidad
news28954,https://vivirenelpoblado.com/desfile-de-autos-clasicos-y-antiguos-en-medellin-ya-es-un-clasico/,2022-07-30,2022-08-14,Reputación
news28957,https://dialogo-americas.com/es/articles/carteles-mexicanos-extienden-tentaculos-en-sudamerica/,2022-07-30,2022-08-14,Sostenibilidad
news28961,https://www.eltiempo.com/colombia/otras-ciudades/indigenas-awa-imploran-por-proteccion-tras-nueva-masacre-691578,2022-07-30,2022-08-14,Reputación
news28965,https://www.infobae.com/america/colombia/2022/08/11/restos-de-un-dinosaurio-fueron-descubiertos-en-el-departamento-del-cesar/,2022-07-30,2022-08-14,Sostenibilidad
news28966,https://www.infobae.com/america/colombia/2022/08/12/3-de-cada-10-estudiantes-envian-fotos-con-contenido-sexual-en-antioquia/,2022-07-30,2022-08-14,Sostenibilidad
news28968,https://www.mundiario.com/articulo/america/donde-va-colombia-retos-gustavo-petro-como-presidente/20220808063129248485.html,2022-07-30,2022-08-14,Sostenibilidad
news28972,https://www.elcolombiano.com/cultura/esplendor-geometrico-grupo-espanol-de-musica-industrial-CN18157335,2022-07-15,2022-07-30,Reputación
news28973,https://tnh.gob.hn/internacionales/colombia-musica-color-y-cultura-deleitaran-en-toma-de-posesion-de-gustavo-petro/,2022-07-30,2022-08-14,Sostenibilidad
news28975,https://www.elfinancierocr.com/pymes/historias/salsa-picante-ajinka-nacio-con-una-receta-familiar/C7GUXGIAEZAEBI4CJWFXH2YOLY/story/,2022-07-15,2022-07-30,Innovación
news28978,https://www.larepublica.co/analisis/luis-fernando-vargas-alzate-536071/lo-internacional-en-petro-3406438,2022-07-15,2022-07-30,Sostenibilidad
news28982,https://www.asuntoslegales.com.co/pleitos/arkadia-no-logro-registro-marcario-ante-superintendencia-de-industria-y-comercio-3411107,2022-07-15,2022-07-30,Reputación
news28983,https://cambiocolombia.com/articulo/economia/mas-cultivos-de-coca-otro-efecto-del-dolar-alto,2022-07-15,2022-07-30,Reputación
news28984,https://www.elespectador.com/colombia/medellin/ruta-del-desfile-de-autos-antiguos-2022-en-la-feria-de-las-flores/,2022-07-15,2022-07-30,Macroeconomía
news28989,https://90minutos.co/colombia/se-pronuncio-la-mujer-que-grabo-un-video-para-adultos-en-la-universidad-eafit-15-07-2022/,2022-07-15,2022-07-30,Reputación
news28991,https://m.vanguardia.com/colombia/presidente-gustavo-petro-propone-eliminar-el-porte-de-armas-GA5534080,2022-07-30,2022-08-14,Reputación
news28993,https://www.sobretiza.com.ar/2022/07/18/nuevo-centro-para-crear-el-futuro-de-la-educacion/,2022-07-15,2022-07-30,Sostenibilidad
news28998,https://listindiario.com/las-mundiales/2022/08/08/733438/los-10-compromisos-que-gustavo-petro-hizo-durante-su-investidura,2022-07-30,2022-08-14,Sostenibilidad
news29001,https://www.semana.com/gente/articulo/se-pronuncio-la-mujer-que-protagonizo-el-video-porno-en-la-universidad-eafit/202223/,2022-07-15,2022-07-30,Sostenibilidad
news29004,https://www.nacion.com/el-mundo/politica/indigenas-y-negros-en-colombia-entregan-mando/6MTGILST35HENPKJL7JQHOLTWU/story/,2022-07-30,2022-08-14,Reputación
news29005,https://www.sic.gov.co/slider/superindustria-impone-medidas-cautelares-visa-y-mastercard-para-proteger-la-libre-competencia-en-pagos-internacionales,2022-07-15,2022-07-30,Sostenibilidad
news29007,https://www.semana.com/sostenibilidad/medio-ambiente/articulo/proteccion-a-la-biodiversidad-en-colombia-alemania-dara-7-millones-de-euros/202249/,2022-07-15,2022-07-30,Sostenibilidad
news29009,https://www.swissinfo.ch/spa/colombia-escaz%C3%BA_el-senado-colombiano-arranca-su-legislatura-ratificando-el-acuerdo-de-escaz%C3%BA/47782562,2022-07-15,2022-07-30,Reputación
news29014,https://www.elheraldo.co/colombia/acuerdo-de-escazu-senado-aprueba-ratificacion-en-segundo-debate-926169,2022-07-15,2022-07-30,Reputación
news29019,https://www.prensa-latina.cu/2022/08/05/entregan-plan-a-petro-para-proteccion-de-lideres-sociales-en-colombia,2022-07-30,2022-08-14,Sostenibilidad
news29024,https://www.swissinfo.ch/spa/colombia-venezuela_hay-casi-2-5-millones-de-venezolanos-en-colombia--seg%C3%BAn-%C3%BAltimo-registro/47766158,2022-07-15,2022-07-30,Sostenibilidad
news29026,https://www.eltiempo.com/politica/congreso/acuerdo-de-escazu-ratificado-en-senado-690207,2022-07-15,2022-07-30,Sostenibilidad
news29027,https://www.eltiempo.com/politica/gobierno/migracion-colombia-presento-balance-del-estatuto-temporal-de-proteccion-688505,2022-07-15,2022-07-30,Reputación
news29028,https://www.bluradio.com/nacion/en-colombia-hay-2-477-588-venezolanos-migracion-colombia-rg10,2022-07-15,2022-07-30,Reputación
news29032,https://m.vanguardia.com/area-metropolitana/bucaramanga/insoportable-ruidosos-tubos-de-escape-en-motos-afectan-la-tranquilidad-en-bucaramanga-DE5556041,2022-07-30,2022-08-14,Sostenibilidad
news29033,https://www.laopinion.com.co/premium/venezuela/sancionar-o-prevenir-la-judicializacion-del-bullying-en-venezuela,2022-07-15,2022-07-30,Sostenibilidad
news29042,https://www.eltiempo.com/mundo/banda-internacional-desinfla-llantas-de-carros-por-la-contaminacion-691267,2022-07-30,2022-08-14,Sostenibilidad
news29046,https://www.eltiempo.com/vida/ciencia/astronautas-como-van-al-bano-en-el-espacio-692020,2022-07-30,2022-08-14,Sostenibilidad
news29047,https://m.vanguardia.com/judicial/un-exconvicto-fue-asesinado-por-sicarios-en-barrancabermeja-DX5527467,2022-07-30,2022-08-14,Sostenibilidad
news29051,https://www.eltiempo.com/colombia/cali/murio-pesista-de-talentos-colombia-que-se-accidento-hace-un-mes-en-yumbo-691468,2022-07-30,2022-08-14,Sostenibilidad
news29052,https://cnnespanol.cnn.com/2022/08/09/german-umana-mendoza-ministro-comercio-industria-turismo-colombia-orix/,2022-07-30,2022-08-14,Reputación
news29055,https://espanol.cgtn.com/n/2022-08-07/HHIJcA/Presidente-electo-de-Colombia-designa-a-ministros-del-Interior-Trabajo-Minas-y-Energia-y-Deporte/index.html,2022-07-30,2022-08-14,Alianza
news29056,https://www.worldenergytrade.com/oil-gas/general/alemania-gazprom-turbina-16112,2022-07-30,2022-08-14,Sostenibilidad
news29057,https://elpais.com/america-colombia/2022-08-10/el-pacifico-colombiano-celebra-el-festival-afro-mas-importante-de-america-latina.html,2022-07-30,2022-08-14,Sostenibilidad
news29063,https://elpais.com/america-colombia/2022-08-11/petro-le-da-al-partido-verde-su-pieza-en-el-rompecabezas-de-la-gobernabilidad.html,2022-07-30,2022-08-14,Sostenibilidad
news29066,https://www.dw.com/es/polic%C3%ADa-de-agujeros-negros-descubre-una-aguja-en-un-pajar-un-agujero-negro-inactivo-fuera-de-nuestra-galaxia/a-62533085,2022-07-15,2022-07-30,Reputación
news29069,https://es-us.vida-estilo.yahoo.com/copa-am%C3%A9rica-femenina-razones-evoluci%C3%B3n-020435345.html,2022-07-15,2022-07-30,Sostenibilidad
news29070,https://www.bnamericas.com/es/noticias/ecuador-tiene-en-carpeta-adjudicar-11-proyectos-petroleros-este-ano,2022-07-15,2022-07-30,Sostenibilidad
news29073,https://conexionputumayo.com/atencion-con-paso-restringido-para-vehiculos-grandes-amanecio-la-via-mocoa-pasto/,2022-07-30,2022-08-14,Sostenibilidad
news29074,https://es.noticias.yahoo.com/d%C3%ADa-sobregiro-tierra-planeta-agot%C3%B3-133344194.html,2022-07-15,2022-07-30,Reputación
news29078,https://conexionputumayo.com/empresarios-de-putumayo-se-preparan-para-importar-y-exportar-gracias-al-programa-de-internacionalizacion-de-la-camara-de-comercio/,2022-07-30,2022-08-14,Sostenibilidad
news29097,https://www.pv-magazine-latam.com/2022/07/18/paneles-solares-alimentan-el-telescopio-james-webb/,2022-07-15,2022-07-30,Sostenibilidad
news29106,https://republica.gt/internacional/gustavo-petro-asume-como-presidente-de-colombia--20228714390,2022-07-30,2022-08-14,Sostenibilidad
news29111,https://www.elespanol.com/omicrono/tecnologia/20220720/puede-afectar-descomunal-eyeccion-solar-alcanzara-tierra/689181420_0.html,2022-07-15,2022-07-30,Sostenibilidad
news29113,https://www.bnamericas.com/es/noticias/opex-y-hyundai-planean-construir-planta-de-hidrogeno-en-colombia,2022-07-15,2022-07-30,Sostenibilidad
news29115,https://www.larepublica.co/economia/se-dieron-los-primeros-pasos-para-normalizar-relaciones-diplomaticas-con-venezuela-3412794,2022-07-15,2022-07-30,Sostenibilidad
news29122,https://conexionputumayo.com/cicr-advierte-de-la-intensificacion-de-las-consecuencias-humanitarias-por-el-conflicto-armado-en-colombia/,2022-07-15,2022-07-30,Alianza
news29130,https://www.elnuevoherald.com/noticias/article263642883.html,2022-07-15,2022-07-30,Sostenibilidad
news29139,https://www.goal.com/es/noticias/el-resumen-de-colombia-vs-chile-en-vivo-por-la-copa-america/bltc8ed0a07a358e87b,2022-07-15,2022-07-30,Sostenibilidad
news29142,https://www.larepublica.co/globoeconomia/colombia-y-venezuela-se-preparan-para-restablecimiento-de-relaciones-bajo-gustavo-petro-3407416,2022-07-15,2022-07-30,Innovación
news29148,https://www.eltiempo.com/deportes/futbol-internacional/brasil-el-rival-de-colombia-en-la-final-de-la-copa-america-femenina-690295,2022-07-15,2022-07-30,Reputación
news29150,https://www.rcnradio.com/colombia/pacifico/estamos-listos-para-iniciar-el-dialogo-regional-asocana-tras-invasion-de-tierras,2022-07-15,2022-07-30,Sostenibilidad
news29155,https://www.eldestapeweb.com/politica/casa-rosada/fernandez-recibio-a-francia-marquez-vicepresidenta-electa-de-colombia-202272919310,2022-07-15,2022-07-30,Sostenibilidad
news29157,https://www.cnnchile.com/mundo/ministros-de-gustavo-petro_20220807/,2022-07-30,2022-08-14,Innovación
news29158,https://www.vozdeamerica.com/a/asi-va-quedando-el-gabinete-del-presidente-electo-de-colombia-gustavo-petro/6688570.html,2022-07-30,2022-08-14,Innovación
news29159,https://www.elespectador.com/colombia/cali/alcalde-de-cali-pide-que-se-declare-emergencia-carcelaria-tras-fuga-en-la-flora/,2022-07-15,2022-07-30,Reputación
news29164,https://www.rcnradio.com/colombia/sena-abre-convocatoria-para-que-profesionales-colombianos-trabajen-en-austria,2022-07-15,2022-07-30,Sostenibilidad
news29169,https://www.infobae.com/america/colombia/2022/07/16/el-pacifico-colombiano-le-da-la-bienvenida-a-las-ballenas-jorobadas-comienza-la-temporada-de-avistamiento/,2022-07-15,2022-07-30,Sostenibilidad
news29172,https://elcomercio.pe/mundo/latinoamerica/leidy-sanchez-asesinada-hoy-solo-llevaba-un-mes-como-patrullera-de-la-policia-nacional-de-colombia-bolivar-narracion-historias-ec-noticia/,2022-07-15,2022-07-30,Sostenibilidad
news29173,https://gol.caracoltv.com/futbol-colombiano/copa/nacional-tiene-listos-a-sus-viajeros-para-duelo-contra-junior-por-copa-colombia-rg10,2022-07-15,2022-07-30,Sostenibilidad
news29174,https://confidencialcolombia.com/lo-mas-confidencial/confirmado-alfonso-prada-nuevo-ministro-de-interior/2022/08/06/,2022-07-30,2022-08-14,Reputación
news29175,https://www.swissinfo.ch/spa/colombia-transici%C3%B3n_petro-designa-al-abogado-alfonso-prada-como-ministro-del-interior-de-colombia/47809200,2022-07-30,2022-08-14,Sostenibilidad
news29177,https://www.pv-magazine-latam.com/2022/07/19/otro-centro-de-aprendizaje-colombiano-energizado-con-fotovoltaica/,2022-07-15,2022-07-30,Sostenibilidad
news29179,https://idm.presidencia.gov.co/prensa/Paginas/Presidente-Duque-llego-este-sabado-al-Atlantico-para-conmemorar-los-10-anio-220723.aspx,2022-07-15,2022-07-30,Alianza
news29184,https://www.dnp.gov.co/Paginas/Gobierno-firma-decreto-que-crea-la-Comision-Intersectorial-para-implementar-la-Politica-Nacional-de-Cuidado.aspx,2022-07-15,2022-07-30,Reputación
news29187,https://www.eltiempo.com/deportes/futbol-internacional/gisela-robledo-la-goleadora-de-colombia-habla-del-mundial-femenino-sub-20-693429,2022-07-30,2022-08-14,Sostenibilidad
news29190,https://gol.caracoltv.com/futbol-colombiano/liga/teofilo-gutierrez-con-los-guayos-listos-para-jugar-con-deportivo-cali-frente-a-millonarios-rs15,2022-07-30,2022-08-14,Sostenibilidad
news29196,https://www.semana.com/nacion/articulo/tik-tak-petro-listo-pero-los-movimientos-sociales-tambien/202227/,2022-07-30,2022-08-14,Reputación
news29197,https://www.elcolombiano.com/negocios/empresas-colombianas-dispuestas-a-volver-a-venezuela-tras-posesion-de-gustavo-petro-presidente-CJ18332752,2022-07-30,2022-08-14,Reputación
news29207,https://www.eltiempo.com/contenido-comercial/listos-bpo-cierra-alianza-con-vansa-para-ofrecer-cursos-de-formacion-692744,2022-07-30,2022-08-14,Reputación
news29210,https://noticias.caracoltv.com/economia/estamos-listos-para-pasar-mercancias-a-venezuela-ministro-de-comercio-german-umana-rg10,2022-07-30,2022-08-14,Sostenibilidad
news29217,https://www.bnamericas.com/es/perfil-proyecto/planta-fotovoltaica-helio-valgas-2-complejo-solar-helio-valgas,2022-07-30,2022-08-14,Sostenibilidad
news29220,https://acento.com.do/cultura/manuel-matos-moquete-la-autobiografia-intelectual-9083705.html,2022-07-15,2022-07-30,Innovación
news29227,https://acento.com.do/opinion/mitos-falacias-y-distopias-demograficas-1-9092609.html,2022-07-30,2022-08-14,Innovación
news29233,https://acento.com.do/opinion/mi-lectura-sobre-la-marcha-patriotica-9094251.html,2022-07-30,2022-08-14,Sostenibilidad
news29238,https://www.elcolombiano.com/internacional/india-elige-presidente-y-una-mujer-podria-ganar-las-elecciones-JB18084863,2022-07-15,2022-07-30,Sostenibilidad
news29244,https://www.elheraldo.co/economia/agroexpo-caribe-cerro-con-mas-de-622-millones-en-negocios-realizados-925835,2022-07-15,2022-07-30,Sostenibilidad
news29246,https://www.larepublica.co/finanzas/que-resultados-ha-generado-el-piloto-que-destino-la-superfinanciera-sobre-criptos-3413829,2022-07-30,2022-08-14,Sostenibilidad
news29249,https://www.eldiarioar.com/mundo/gabinete-primer-gobierno-izquierda-colombia_1_9231387.html,2022-07-30,2022-08-14,Sostenibilidad
news29250,https://zonacero.com/generales/adjudican-la-firma-colombiana-khalela-el-proyecto-para-la-ejecucion-del-rio-bus-197536,2022-07-30,2022-08-14,Sostenibilidad
news29258,https://www.semana.com/nacion/barranquilla/articulo/con-musica-pancartas-y-vestidos-de-blanco-mas-de-mil-barranquilleros-rechazaron-la-extorsion/202255/,2022-07-30,2022-08-14,Reputación
news29261,https://www.eltiempo.com/economia/sectores/gas-natural-por-que-es-mala-opcion-importarlo-desde-venezuela-694504,2022-07-30,2022-08-14,Sostenibilidad
news29268,https://www.semana.com/nacion/barranquilla/articulo/mercado-regional-del-caribe-llega-manana-a-barranquilla/202240/,2022-07-15,2022-07-30,Sostenibilidad
news29271,https://www.bluradio.com/blu360/caribe/el-campo-colombiano-sector-economico-que-mas-crecio-en-colombia-desde-el-2020-experto-rg10,2022-07-15,2022-07-30,Reputación
news29279,https://www.elheraldo.co/colombia/planes-en-barranquilla-para-conmemorar-el-20-de-julio-924531,2022-07-15,2022-07-30,Sostenibilidad
news29283,https://www.agronegocios.co/ferias/regresa-la-edicion-2022-de-agroexpo-caribe-desde-el-19-al-24-de-julio-en-barranquilla-3404768,2022-07-15,2022-07-30,Sostenibilidad
news29284,https://dxtcapital.com/variedades/nitrofert-empresa-de-fertilizantes-que-aporta-al-agro-colombiano/,2022-07-15,2022-07-30,Alianza
news29289,https://www.alertacaribe.com/noticias/atlantico/despues-de-casi-cuatro-anos-de-inactividad-regreso-agroexpo-caribe,2022-07-15,2022-07-30,Reputación
news29296,https://www.eltiempo.com/colombia/barranquilla/barranquilla-estudios-para-demoler-antiguo-puente-pumarejo-689460,2022-07-15,2022-07-30,Reputación
news29298,https://www.la-razon.com/economia/2022/07/22/camara-binacional-boliviano-paraguaya-posesiona-a-jose-luis-camacho-como-nuevo-presidente/,2022-07-15,2022-07-30,Sostenibilidad
news29299,https://listindiario.com/las-mundiales/2022/07/18/730578/las-protestas-en-panama-continuan-a-pesar-de-alcanzar-un-acuerdo-con-el-gobierno,2022-07-15,2022-07-30,Reputación
news29307,https://es.investing.com/news/stock-market-news/el-sp-500-y-el-nasdaq-caen-arrastrados-por-empresas-de-redes-sociales-2276199,2022-07-15,2022-07-30,Sostenibilidad
news29310,https://www.semana.com/nacion/bogota/articulo/estos-seran-los-nuevos-cierres-en-la-calle-100-en-bogota/202243/,2022-07-15,2022-07-30,Regulaciones
news29311,https://extrategiamedios.com/emergencia-en-chia-suspension-de-agua-y-luz/,2022-07-15,2022-07-30,Reputación
news29313,https://www.elheraldo.co/economia/tetra-pak-impulsa-proyectos-de-economia-circular-en-la-costa-caribe-930417,2022-07-30,2022-08-14,Sostenibilidad
news29319,https://www.laopinion.com.co/economia/la-tributaria-si-nos-tocara-el-bolsillo-todos,2022-07-30,2022-08-14,Reputación
news29330,https://www.laopinion.com.co/colombia/sello-octagonal-en-empaques-tendra-que-esperar-un-tiempo-mas-para-empezar-regir,2022-07-30,2022-08-14,Sostenibilidad
news29333,https://www.semana.com/economia/capsulas/articulo/bancolombia-desembolso-credito-sostenible-por-300000-millones-a-grupo-nutresa/202212/,2022-07-30,2022-08-14,Sostenibilidad
news29337,https://www.semana.com/nacion/cucuta/articulo/pilas-durante-un-mes-estaran-cerradas-estas-vias-de-cucuta/202247/,2022-07-30,2022-08-14,Reputación
news29338,https://www.alertatolima.com/noticias/tolima/logro-ser-apagado-en-su-totalidad-el-incendio-entre-melgar-y-cunday,2022-07-30,2022-08-14,Sostenibilidad
news29340,https://www.semana.com/nacion/articulo/via-bogota-girardot-asi-sera-la-movilidad-para-este-fin-de-semana/202208/,2022-07-30,2022-08-14,Sostenibilidad
news29341,https://www.alertatolima.com/noticias/tolima/cerrado-el-puente-en-puente-que-esta-pasando-en-el-puente-mariano-ospina-perez,2022-07-30,2022-08-14,Sostenibilidad
news29342,http://www.elnuevodia.com.co/nuevodia/economica/finanzas/492278-tercer-carril-bogota-girardot-una-obra-crucial-para-el-tolima,2022-07-30,2022-08-14,Reputación
news29343,http://www.elnuevodia.com.co/nuevodia/tolima/493066-va-viajar-este-puente-tenga-cuidado-con-lo-que-dicen-las-autoridades-viales,2022-07-30,2022-08-14,Sostenibilidad
news29345,https://www.semana.com/hablan-las-marcas/articulo/economia-circular-la-empresa-que-desarrolla-empaques-a-partir-de-materiales-reciclados/202200/,2022-07-30,2022-08-14,Sostenibilidad
news29353,https://www.semana.com/sostenibilidad/hablan-las-marcas/articulo/asi-funciona-uno-de-los-proyectos-de-economia-circular-mas-exitosos-en-colombia/202240/,2022-07-30,2022-08-14,Sostenibilidad
news29356,https://www.alertatolima.com/noticias/judicial/asi-quedo-la-nueva-cupula-de-las-fuerzas-militares-y-policiales-designadas-por,2022-07-30,2022-08-14,Reputación
news29357,https://www.semana.com/sostenibilidad/hablan-las-marcas/articulo/millonaria-inversion-esta-es-la-empresa-de-empaques-que-destino-cerca-de-60000-millones-de-pesos-en-su-plan-de-sostenibilidad/202215/,2022-07-30,2022-08-14,Reputación
news29358,https://www.loscronistas.mx/secuenciacion-del-genoma-de-una-sola-celula-mercado-analisis-2022/,2022-07-15,2022-07-30,Sostenibilidad
news29364,https://mx.investing.com/news/stock-market-news/agua-en-wall-street-se-desborda-147-y-rebasa-los-1200-dolares-2394396,2022-07-30,2022-08-14,Sostenibilidad
news29368,https://www.infobae.com/america/mexico/2022/08/08/inai-insabi-debera-entregar-los-contratos-de-compra-de-ventiladores-para-pacientes-con-covid-19/,2022-07-30,2022-08-14,Sostenibilidad
news29369,https://www.semana.com/vida-moderna/articulo/el-marcapasos-mas-pequeno-del-mundo-al-alcance-de-los-colombianos/202200/,2022-07-30,2022-08-14,Sostenibilidad
news29371,http://www.elnuevodia.com.co/nuevodia/salud/492625-el-marcapasos-mas-pequeno-del-mundo-ya-esta-cambiando-vidas-en-colombia,2022-07-30,2022-08-14,Sostenibilidad
news29373,https://www.eltiempo.com/salud/el-marcapasos-mas-pequeno-del-mundo-cambia-la-vida-de-15-colombianos-693963,2022-07-30,2022-08-14,Sostenibilidad
